0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
,,,,,,,,,,Septembei,October,,,,,,,,,,,,,September,October,,
,,,,,,,,,,,,,,,Average,,,,,,,,,,,,
,,,,,,,,,,,,,,1972,50.6,50.0,49.8,50.1,50.2,50.1,50.6,50.3,50.6,51.2,51.7,51.5,51.3
SIC  3 6 7   -,,ELECTRONIC  COMPONENTS  AND  ACCESSORIES  (C on.),,,,,,,,,,,,,,51.6,,,,52.2,,,,,,,
,,,,,,,,,,,,,,1973,52.3,,51.7,51.8,52.1,,52.6,52.6,52.3,52.4,52.6,52.8,52.9
,,,3.7,4.3,3.9,4.7,,,,5.9,4.5,,3.2,1974,50.8,52.5,52.3,52.3,51.7,51.8,52.1,51.6,51.5,50.8,50.1,47.3,45.6
1973,4.5,4.1,,,,,4.6,5.1,6.9,,,3.2,,,,,,,,,,,,,,,
1974,5.0,4.2,4.0,4.4,4.1,4.7,4.9,4.4,6.6,5.3,5.5,6.8,5.6,1975,,44.8,44.8,44.6,43.6,43.9,44.2,,,,,,
1975,,6.0,5.0,4.3,3.9,3.4,3.2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,WOMEN  EMPLOYEES -   IN THOUSANDS,,,,,,,
,,,,,,QUITS  PER  100  EMPLOYEES,,,,,,,,1958,,42.9,,,39.0,,,37.9,,,39.9,,
,1.3,1.4,1.0,1.0,1.1,1.1,1.2,1.2,1.8,2.1,1.6,1.2,1.1,1959,42.7,41.8,42.3,42.4,42.2,41.9,42.4,42.0,42.9,43.4,43.9,43.7,43.1
1958,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,1.9,1.5,1.4,1.4,1.8,1.9,1.9,1.9,2.5,3.0,2.3,1.5,1.4,1960,38.8,42.8,41.9,42.0,40.8,39.7,39.1,38.1,38.0,37.8,35.5,36.7,33.4
1960,1.6,1.6,1.6,1.5,1.6,1.8,1.7,1.5,1.9,2.3,1.6,1.1,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1961,34.7,35.4,35.0,34.5,34.2,34.2,34.1,33.6,34.0,34.5,34.7,35.5,36.2
1961,1.6,1.2,1.1,1.3,1.3,1.4,1.7,1.6,2.2,2.9,1.8,1.6,1.4,1962,35.9,36.3,36.5,36.5,36.1,36.1,35.2,36.0,36.2,35.7,35.2,35.4,35.4
1962,1.9,1.8,1.8,2.0,1.9,1.9,2.2,1.8,2.6,2.7,1.9,1.6,1.1,1963,32.5,35.5,33.8,34.5,34.4,33.6,32.9,32.1,32.0,31.4,30.8,29.6,29.6
1963,1.6,1.4,1.2,1.4,1.5,1.6,1.7,1.8,2.3,2.5,1.8,1.4,1.1,1964,28.8,29.5,29.4,29.1,28.7,28.9,28.3,27.9,28.7,28.9,28.9,28.9,28.8
1964,1.7,1.5,1.2,1.4,1.4,1.6,1.7,1.8,2.1,2.5,1.8,1.5,1.3,1965,29.3,28.1,28.1,27.8,28.0,28.4,28.6,28.8,29.4,29.9,30.6,31.6,32.2
1965,2.2,1.6,1.5,1.8,1.8,1.9,2.3,2.0,2.9,3.6,2.4,2.1,2.0,1966,39.4,33.0,33.9,34.8,36.6,37.9,39.6,40.1,41.8,42.7,43.8,43.9,44.3
1966,3.0,2.6,2.3,2.8,2.9,2.9,3.4,2.7,4.0,5.1,2.8,2.4,2.1,1967,39.2,44.9,45.1,44.4,41.9,39.7,34.4,36.3,37.5,37.3,36.8,35.4,36.7
1967,2.4,2.6,2.3,2.5,2.3,2.1,2.4,2.0,3.1,3.7,2.4,1.9,1.7,1968,36.5,36.8,36.8,37.1,36.1,37.0,37.0,36.6,36.6,36.5,36.1,35.7,35.2
1968,2.4,2.1,2.0,2.3,2.1,2.5,2.4,2.2,3.5,3.8,2.6,2.0,1.6,1969,32.9,35.0,34.5,34.3,34.0,33.6,33.6,33.2,32.2,32.6,32.1,29.9,29.3
1969,2.7,2.4,2.1,2.5,2.5,2.9,2.8,2.4,4.2,4.3,2.9,1.9,1.6,1970,26.9,28.8,29.6,29.2,28.7,27.6,25.5,25.1,25.2,26.0,26.0,25.8,25.5
1970,1.9,2.3,2.1,1.9,2.0,1.8,1.9,1.7,2.3,2.5,1.7,1.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1971,23.8,25.2,24.9,24.8,24.6,24.2,23.9,23.2,23.2,23.2,22.9,22.4,22.5
1971,1.5,1.1,1.0,1.2,1.5,1.5,1.5,1.5,2.4,2.4,1.7,1.4,1.2,1972,22.7,22.3,22.3,22.5,22.5,22.5,22.6,22.6,22.8,23.0,23.2,22.9,22.7
1972,2.2,1.5,1.5,1.8,1.9,2.1,2.2,2.1,3.5,3.3,2.5,2.2,1.9,1973,23.0,22.9,22.8,22.8,23.0,23.0,23.1,23.1,22.9,22.9,22.9,23.2,23.3
1973,3.0,2.6,2.3,2.8,2.6,3.2,3.3,2.9,5.1,4.4,2.9,2.1,2.0,1974,22.1,23.0,23.1,23.0,22.9,22.8,22.8,22.3,22.2,22.0,21.5,20.2,19.2
1974,2.5,2.5,2.2,2.7,2.6,2.9,2.9,2.5,4.2,3.2,2.2,1.4,.8,1975,,18.7,18.6,18.2,17.9,17.9,17.9,,,,,,
1975,,1.1,.8,.9,.8,1.0,1.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PRODUCTION WORKERS  -  IN THOUSANDS,,,,,,,,
,,,,,,LAYOFFS  PER  100  EMPLOYEES,,,,,,,,1958,51.6,54.5,52.5,52.4,50.9,49.6,49.9,49.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,50.1,51.3,52.2,53.0,53.2
1958,2.2,5.1,2.9,2.9,3.5,2.5,1.0,1.0,1.2,.8,2.2,1.4,2.0,1959,55.6,54.1,55.0,55.3,55.1,54.9,55.2,54.4,55.9,56.9,57.2,57.2,56.4
1959,1.0,1.4,1.2,.7,1.0,.6,1.1,.5,.8,.7,1.0,1.7,1.5,1960,52.3,56.0,55.4,55.2,54.3,53.3,53.0,51.4,51.4,51.5,48.7,50.1,46.7
1960,1.9,1.7,1.9,2.0,1.8,1.6,1.5,1.3,1.6,1.3,1.9,3.3,2.7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1961,48.0,48.6,48.2,47.7,47.5,47.7,47.4,46.9,47.3,47.7,48.1,49.2,50.0
1961,1.7,2.2,1.9,3.2,1.5,1.5,1.6,1.1,1.0,2.3,1.2,1.2,1.2,1962,49.8,50.1,50.2,50.3,49.9,49.9,50.2,49.8,50.3,49.6,48.8,49.1,48.8
1962,1.5,.8,1.3,1.7,1.0,1.0,1.1,1.5,1.5,1.7,2.1,2.2,2.1,1963,45.5,49.1,48.0,47.5,47.3,46.8,45.7,44.3,44.3,44.2,43.8,42.0,42.6
1963,2.1,2.5,2.3,2.4,1.8,2.0,2.0,2.0,1.8,1.6,2.1,2.5,1.7,1964,41.3,42.3,41.9,41.6,41.1,41.4,39.9,39.1,41.3,41.7,41.6,41.7,41.5
1964,1.7,2.6,2.1,2.1,1.9,2.2,1.6,2.0,1.1,1.1,1.0,1.2,1.2,1965,42.6,40.9,40.9,40.4,40.8,41.2,41.6,41.9,42.3,43.3,44.6,46.2,47.2
1965,.8,1.0,1.2,1.1,1.2,1.1,.8,.8,.8,.7,.5,.5,.4,1966,55.1,48.2,49.4,50.4,53.1,54.9,57.1,54.6,56.8,58.0,59.6,59.4,59.8
1966,.6,.3,.4,.4,.3,.3,.4,1.0,.3,.7,.5,.9,1.1,1967,54.3,60.7,60.9,60.2,56.9,54.2,46.9,51.5,53.2,53.5,53.1,48.9,51.7
1967,1.6,1.6,1.7,2.7,3.0,2.2,1.1,1.8,1.4,.8,1.1,1.1,1.0,1968,52.1,52.1,51.8,52.7,53.2,52.1,52.7,52.1,52.5,52.4,51.7,51.3,51.0
1968,1.0,1.4,1.1,.8,1.2,1.0,.7,1.2,1.0,.8,.9,.9,.7,1969,47.3,50.8,50.2,49.4,48.5,47.9,48.2,48.3,47.7,47.2,45.9,42.2,41.4
1969,.8,.9,.7,.4,.7,.5,.5,1.2,.5,.5,1.4,1.1,1.2,1970,40.3,40.9,42.5,42.3,41.8,40.4,38.4,38.5,39.1,40.2,40.1,39.6,39.8
1970,2.3,1.5,1.5,1.8,2.0,2.1,2.5,2.8,2.2,2.8,3.6,2.4,2.8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1971,36.5,39.1,38.9,38.0,37.5,36.8,36.8,35.7,35.5,35.2,35.0,34.6,35.1
1971,1.2,2.0,1.2,1.4,1.5,1.0,1.4,1.3,.9,1.1,1.4,.7,.8,1972,35.8,34.9,34.8,35.3,35.4,35.5,35.8,35.6,36.0,36.2,36.9,,
,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,36.5
1972,.6,1.0,.8,.8,.7,.5,.5,.7,.4,.5,.6,.3,2,1973,36.5,36.4,36.4,36.4,36.7,36.7,37.0,36.8,36.4,36.3,,36.4,
,,,,,,,,,,,,,,,,,,,,,,,,,36.2,,36.6
1973,.4,.4,.3,.3,.3,.4,.3,1.1,.3,.3,.3,.3,.2,1974,34.4,36.0,35.9,36.0,35.3,35.2,35.5,,34.9,,,,
,,,,,,,,,,,,,,,,,,,,,,35.0,,34.3,33.6,31.3,29.8
1974,1.4,.4,.6,.6,.4,.6,.9,.9,1.1,.9,2.1,4.5,3.9,1975,,28.9,29.2,29.0,,28.5,,,,,,,
,,,,,,,,,,,,,,,,,,,28.3,,28.6,,,,,,
1975,,3.9,3.2,2.7,2.3,1.6,1.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,PRODUCTION-WORKER  AVERAGE  WEEKLY EARNINGS  -   IN  DOLLARS,,,,,,,,,
,,,,,,,,,,,,,,1958,74.30,71.04,70.68,70.12,72.20,72.94,75.05,72.96,74.87,77.20,77.02,77.81,77.42
,SIC  3 6 7 1 - 3   -,,ELECTRON  TUBES,,,,,,,,,,,1959,,76.03,,,,,,,,,,,
,,,,,,,,,,,,,,,79.00,,77.62,77.62,76.05,77.22,79.20,76.22,80.20,81.81,83.23,83.03,80.78
,,,,,,,,,,,,,,1960,83.16,81.18,80.16,82.39,80.16,82.37,84.21,82.86,85.67,86.07,86.27,83.92,81.38
,,,,,,ALL  EMPLOYEES  -   IN  THOUSANDS,,,,,,,,,,,,,,,,,,,,,
,,,,,68.4,67.0,67.3,67.2,68.0,69.6,70.5,71.7,72.6,1961,89.32,85.57,87.05,87.23,87.85,88.29,89.32,84.32,89.95,90.61,92.96,93.63,92.51
1958,69.5,71.9,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,75.1,74.8,75.2,74.6,76.2,77.5,77.9,77.8,77.1,1962,93.02,90.50,90.94,91.17,92.43,93.30,93.75,88.43,92.62,95.22,94.48,95.53,95.71
1959,75.8,73.9,74.8,75.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,76.1,75.4,74.2,74.0,72.3,72.6,72.6,69.8,71.1,66.7,1963,95.88,93.96,96.17,95.94,93.73,93.73,95.94,92.27,95.24,96.76,98.29,98.06,98.71
1960,73.2,77.7,76.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1964,99.05,97.27,98.64,98.23,98.47,97.75,97.20,96.96,98.74,99.29,100.36,101.82,102.06
1961,68.6,69.3,68.7,68.4,68.1,68.2,68.0,67.3,67.8,68.1,68.5,69.6,70.7,1965,104.50,100.77,101.92,103.07,101.40,102.75,103.83,99.60,102.50,104.17,107.35,111.76,111.18
1962,71.0,70.8,71.2,71.2,70.8,70.8,71.3,70.9,71.6,71.3,70.5,71.0,70.9,1966,110.08,108.97,109.80,112.46,111.18,111.62,112.31,102.06,109.82,110.42,109.31,110.68,109.91
1963,67.8,71.3,70.6,69.8,69.6,68.9,68.0,67.3,67.1,66.7,66.0,64.1,64.4,1967,106.66,106.71,103.72,i00.73,102.17,103.72,103.10,106.00,109.34,109.35,111.93,114.54,112.20
1964,62.1,64.2,63.7,63.2,62.3,62.2,60.5,59.3,61.9,63.0,61.9,61.7,61.1,1968,108.86,108.78,107.29,107.41,104.99,107.05,109.14,108.70,110.60,110.54,111.39,109.98,111.33
1965,61.5,60.3,59.8,58.8,59.2,59.7,60.4,60.9,61.4,62.4,63.6,65.3,66.6,1969,115.24,110.65,110.30,113.72,114.11,113.94,117.49,112.71,116.61,119.50,120.30,117.90,120.10
1966,76.9,68.0,69.6,70.8,74.0,76.4,79.2,76.8,79.4,80.7,82.5,82.5,83.3,1970,126.64,117.30,118.47,120.56,121.35,120.51,126.40,127.53,132.59,134.06,134.64,134.97,130.87
1967,76.7,84.4,84.8,84.0,80.8,78.4,67.9,72.5,74.3,74.7,74.5,70.7,73.7,,,,,,,,,,,,,,
1968,74.7,74.0,73.9,75.2,75.7,74.8,75.7,74.9,75.3,75.0,74.3,73.9,73.4,1971,131.60,129.96,130.35,132.80,130.26,131.67,132.47,125.07,133.12,132.55,136.00,133.91,134.06
1969,69.1,73.1,72.4,71.4,70.6,69.9,70.0,70.1,69.5,68.7,67.3,63.5,62.5,1972,147.42,133.86,139.60,139.65,142.40,143.87,145.48,140.43,149.00,155.58,157.25,159.22,159.80
1970,59.5,61.8,63.0,62.6,61.9,60.0,57.7,57.5,57.8,58.6,58.2,57.6,57.1,1973,161.56,160.93,160.16,160.16,160.22,161.82,162.33,152.88,159.58,161.60,161.60,168.49,170.55
,,,,,,,,,,,,,,1974,173.20,167.18,169.62,169.66,166.18,171.32,177.07,165.59,174.28,176.67,177.24,181.85,183.82
1971,52.3,56.0,55.5,54.4,53.5,52.5,52.4,51.2,50.9,50.6,50.6,50.0,50.2,1975,,185.14,184.86,185.78,181.49,182.49,188.40,,,,,,
,See  fo o tn o te s   a t  e n d   o f  ta b le s .,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2 9 1,,,,,,,,,,,,,,
